,Word,Pron,Log_Freq_HAL,Log_Freq_SUBTLEX,aoa
651,cares,k?rz,9.35,3.31,5.65
652,Carl,k��rl,9.65,3.14,NaN
653,carp,k��rp,6.48,1.6,11.42
654,cars,k��rz,10.35,3.37,3.37
655,cart,k��rt,8.69,2.66,6.16
656,carte,k��rt,6.27,1.79,11.93
657,carts,k��rts,8.12,1.99,6.16
658,carve,k��rv,6.76,2.2,6.35
659,carved,k��rvd,7.15,2.3,6.35
660,case,kes,12.2,4.16,6.74
661,cased,kest,5.03,1.34,6.74
662,cash,k?��,10.58,3.57,4.84
663,cashed,k?��t,6.34,2.04,4.84
664,cask,k?sk,5.51,0.85,13.12
665,casks,k?sks,4.77,0.95,13.12
666,cast,k?st,10.1,3.07,7.24
667,caste,k?st,7.39,1.65,13.07
668,casts,k?sts,7.41,1.71,7.24
669,cat,k?t,10.56,3.53,3.68
670,cat's,k?ts,7.68,,NaN
671,catch,k??,10.03,3.84,4.61
672,cats,k?ts,9.78,3.0,3.68
673,caught,k?t,10.03,3.68,4.61
674,cause,k?z,11.29,4.2,5.84
675,caused,k?zd,10.32,3.12,5.84
676,cave,kev,8.92,2.85,6.74
677,caved,kevd,5.85,1.76,6.74
678,caves,kevz,7.93,2.31,6.74
679,cease,s!s,8.27,2.65,9.26
680,ceased,s!st,7.52,1.84,9.26
681,cede,s!d,5.45,0.85,15.5
682,cell,s?l,9.69,3.44,10.0
683,cells,s?lz,10.27,2.79,10.0
684,Celt,k?lt,5.03,0.7,NaN
685,cent,s?nt,8.75,2.68,6.0
686,cents,s?nts,10.3,3.05,6.0
687,Chad,??d,8.49,2.56,NaN
688,chafe,?ef,4.36,1.15,11.68
689,chain,?en,10.06,3.03,5.22
690,chains,?enz,8.85,2.59,5.22
691,chair,??r,9.83,3.4,3.43
692,chairs,??rz,8.04,2.7,3.43
693,chaise,��ez,4.32,1.2,13.33
694,chalk,??k,7.42,2.26,4.47
695,chalked,??kt,5.04,1.26,4.47
696,champ,??mp,7.84,2.89,7.53
697,champs,??mps,7.34,1.76,7.53
698,chance,??ns,10.98,4.09,7.78
699,chanced,??nst,5.01,1.11,7.78
700,change,?en?,11.96,4.09,4.26
701,changed,?en?d,10.85,3.71,4.26
702,chant,??nt,8.55,2.07,6.88
703,chants,??nts,6.5,1.53,6.88
704,chap,??p,7.39,2.51,10.0
705,chapped,??pt,4.14,1.3,10.0
706,chaps,??ps,6.15,2.12,10.0
707,char,?��r,9.9,1.86,9.34
708,chard,?��rd,5.2,0.78,14.0
709,charge,?��r?,10.72,3.66,7.5
710,charged,?��r?d,9.46,2.87,7.5
711,Charles,?��rlz,10.47,3.42,NaN
712,charm,?��rm,8.25,2.9,8.09
713,charmed,?��rmd,5.62,2.49,NaN
714,charms,?��rmz,6.51,2.24,8.09
715,charred,?��rd,5.81,1.59,10.2
716,chart,?��rt,9.27,2.68,7.59
717,charts,?��rts,8.85,2.52,7.59
718,chase,?es,9.11,3.22,5.53
719,chased,?est,7.19,2.64,5.53
720,chaste,?est,5.83,1.49,13.11
721,chat,??t,9.39,2.92,7.33
722,cheap,?!p,10.44,3.27,7.11
723,cheat,?!t,8.72,2.96,5.11
724,check,??k,12.05,4.15,5.53
725,checked,??kt,10.01,3.38,5.53
726,checks,??ks,10.2,2.88,5.53
727,cheek,?!k,8.18,2.56,5.06
728,cheeks,?!ks,8.17,2.35,5.06
729,cheep,?!p,6.56,0.85,6.64
730,cheer,?Ir,7.55,2.98,5.0
731,cheered,?Ird,6.35,1.8,5.0
732,cheers,?Irz,9.21,3.06,8.59
733,cheese,?!z,9.07,3.3,4.33
734,chef,��?f,7.26,2.78,8.3
735,chess,??s,9.33,2.58,5.37
736,chest,??st,9.47,3.32,5.05
737,chests,??sts,6.27,1.72,5.05
738,chew,?u,7.96,2.67,4.05
739,chewed,?ud,6.69,2.1,4.05
740,chi,k?,9.49,2.56,NaN
741,chic,��!k,6.28,2.08,9.53
742,chick,?Ik,8.06,3.13,5.53
743,chicks,?Iks,6.99,2.87,5.53
744,chide,??d,4.23,0.78,12.33
745,chief,?!f,9.85,3.6,7.53
746,chief's,?!fs,5.24,,NaN
747,chiefs,?!fs,7.32,2.39,7.53
748,child,??ld,11.08,3.91,5.15
749,child's,??ldz,8.3,,NaN
750,chill,?Il,8.18,2.92,6.4
751,chilled,?Ild,6.5,1.86,NaN
752,chills,?Ilz,6.56,2.0,6.4
753,chime,??m,6.98,1.68,7.83
754,chimes,??mz,6.34,1.94,7.83
755,chimp,?Imp,5.82,2.19,7.17
756,chin,?In,8.47,2.81,4.22
757,chines,??nz,4.25,,NaN
758,chinked,?I?kt,0.69,0.3,10.47
759,chins,?Inz,5.69,1.56,4.22
760,chip,?Ip,10.48,3.02,5.89
761,chipped,?Ipt,7.23,2.1,NaN
762,chips,?Ips,9.93,2.92,5.89
763,chirp,??p,5.7,1.49,4.63
764,chirped,??pt,3.87,,NaN
765,chit,?It,5.32,1.18,11.45
766,chive,??v,2.56,,11.07
767,chives,??vz,4.66,1.2,11.07
768,chock,?��k,6.21,1.0,10.69
769,chocks,?��ks,3.53,1.04,10.69
770,choice,??s,11.09,3.7,5.17
771,choir,kw?r,7.66,2.43,6.53
772,choir's,kw?rz,3.0,,NaN
773,choke,?ok,7.99,2.52,6.11
774,choked,?okt,6.96,2.25,6.11
775,chomp,?��mp,5.38,1.15,6.11
776,choose,?uz,10.81,3.39,4.74
777,chop,?��p,7.75,2.84,6.74
778,chopped,?��pt,8.2,2.37,6.74
779,chops,?��ps,6.79,2.44,6.74
780,chord,k?rd,8.35,1.97,9.71
781,chords,k?rdz,8.38,1.89,9.71
782,chore,??r,6.36,1.72,5.79
783,chores,??rz,6.83,2.33,5.79
784,chose,?oz,9.52,2.98,4.74
785,chow,??,8.11,2.55,7.89
786,Christ,kr?st,9.91,3.66,NaN
787,Christ's,kr?sts,7.26,,NaN
788,chrome,krom,7.94,1.82,8.32
789,chromed,kromd,5.1,0.3,8.32
790,chuck,??k,9.44,3.04,6.72
791,chug,??g,5.53,2.08,9.37
792,chum,??m,5.71,2.2,9.24
793,chump,??mp,5.66,2.32,10.95
794,chunk,???k,8.35,2.33,8.53
795,chunks,???ks,8.08,1.98,8.53
796,church,???,10.8,3.55,5.15
797,churn,??n,5.83,1.51,9.0
798,churned,??nd,5.22,1.28,9.0
799,churns,??nz,4.28,1.0,9.0
800,chute,��ut,7.01,2.27,7.68
801,ciao,??,7.68,2.4,NaN
802,cinch,sIn?,5.02,2.26,10.72
803,cite,s?t,8.72,1.69,13.29
804,cites,s?ts,7.68,0.78,13.29
805,clack,kl?k,4.74,1.36,9.38
806,clad,kl?d,6.78,1.04,10.17
807,claim,klem,10.94,3.11,9.05
808,claimed,klemd,9.84,2.57,9.05
809,claims,klemz,10.43,2.85,9.05
810,Clair,kl?r,6.5,1.68,NaN
811,Claire,kl?r,7.73,3.19,NaN
812,clam,kl?m,6.64,2.3,7.37
813,clamp,kl?mp,7.38,2.55,10.89
814,clamped,kl?mpt,6.54,1.51,10.89
815,clamps,kl?mps,6.76,1.75,10.89
816,clams,kl?mz,6.51,2.14,7.37
817,clan,kl?n,8.33,2.32,11.05
818,clang,kl??,5.62,1.64,9.53
819,clanged,kl??d,2.64,0.3,9.53
820,clank,kl??k,4.48,1.23,6.95
821,clap,kl?p,6.84,2.38,3.4
822,clapped,kl?pt,5.4,1.43,3.4
823,claps,kl?ps,4.84,1.38,3.4
824,Clare,kl?r,6.81,2.11,NaN
825,Clark,kl��rk,9.54,3.0,NaN
826,Clark's,kl��rks,6.43,,NaN
827,clash,kl?��,8.34,1.84,8.95
828,clashed,kl?��t,5.79,1.08,8.95
829,clasp,kl?sp,6.01,1.72,8.63
830,clasped,kl?spt,5.86,0.85,8.63
831,class,kl?s,11.45,3.78,4.95
832,classed,kl?st,6.04,0.7,4.95
833,Claude,kl?d,7.59,,NaN
834,Claude's,kl?dz,4.32,,NaN
835,Claus,kl?z,7.51,2.85,NaN
836,clause,kl?z,8.81,2.16,12.16
837,claw,kl?,7.69,2.35,4.7
838,clawed,kl?d,6.25,1.28,4.7
839,claws,kl?z,7.78,2.36,4.7
840,clay,kle,9.29,2.79,5.32
841,clean,kl!n,10.5,3.79,3.89
842,cleaned,kl!nd,8.42,2.96,3.89
843,cleans,kl!nz,6.62,2.09,3.89
844,cleanse,kl?nz,7.42,1.88,8.11
845,cleansed,kl?nzd,6.18,1.45,8.11
846,clear,klIr,11.26,3.94,5.8
847,cleared,klIrd,8.6,2.93,5.8
848,clears,klIrz,8.47,2.57,5.8
849,cleat,kl!t,5.88,1.36,9.0
850,cleave,kl!v,5.26,1.04,13.31
851,cleaved,kl!vd,5.13,0.6,13.31
852,clef,kl?f,5.08,0.85,12.56
853,cleft,kl?ft,5.95,1.49,11.83
854,clefts,kl?fts,2.08,0.3,11.83
855,clench,kl?n?,5.59,1.32,9.89
856,clenched,kl?n?t,6.64,1.36,9.89
857,clerk,kl?k,7.91,2.82,6.74
858,clerk's,kl?ks,4.54,,NaN
859,clerks,kl?ks,6.8,1.97,6.74
860,click,klIk,9.91,2.52,6.94
861,clicked,klIkt,7.45,1.74,6.94
862,clicks,klIks,7.36,2.29,6.94
863,client,kl??nt,11.13,3.43,12.05
864,client's,kl??nts,7.69,,NaN
865,clients,kl??nts,10.43,3.03,12.05
866,cliff,klIf,8.54,3.04,7.28
867,cliffs,klIfs,7.25,2.05,7.28
868,climb,kl?m,8.72,3.0,5.3
869,climbed,kl?md,7.75,2.41,5.3
870,climbs,kl?mz,7.15,1.72,5.3
871,clime,kl?m,4.06,0.85,13.67
872,climes,kl?mz,4.76,1.04,13.67
873,clinch,klIn?,5.82,1.54,10.94
874,clinched,klIn?t,5.09,1.0,10.94
875,cling,klI?,7.11,2.11,7.74
876,clings,klI?z,5.32,1.38,7.74
877,clinked,klI?kt,2.56,0.3,9.44
878,clip,klIp,8.89,2.46,6.61
879,clipped,klIpt,7.46,2.06,6.61
880,clips,klIps,8.56,2.05,6.61
881,clique,kl!k,6.47,1.6,12.42
882,cliques,kl!ks,5.04,1.08,12.42
883,cloak,klok,8.29,2.19,6.95
884,clock,kl��k,10.11,3.48,4.42
885,clocked,kl��kt,6.55,1.81,4.42
886,clocks,kl��ks,8.19,2.16,4.42
887,clod,kl��d,5.26,1.34,10.59
888,clods,kl��dz,4.57,0.9,10.59
889,clog,kl��g,6.73,1.62,9.39
890,clogged,kl��gd,6.48,1.76,9.39
891,clone,klon,11.05,2.11,8.89
892,clop,kl��p,3.33,0.7,9.19
893,close,kloz,11.35,4.05,4.5
894,closed,klozd,10.23,3.44,4.5
895,clot,kl��t,5.6,1.97,11.05
896,cloth,kl?��,9.32,2.49,5.3
897,clothe,klo?,5.37,1.63,8.83
898,clothed,klo?d,6.82,1.53,8.83
899,clothes,kloz,9.57,3.71,3.11
900,cloud,kl?d,8.75,2.78,3.63
901,clouds,kl?dz,8.34,2.71,3.63
902,clout,kl?t,6.67,1.69,16.86
903,clove,klov,6.24,1.43,10.88
904,cloves,klovz,6.83,1.48,10.88
905,clown,kl?n,7.92,2.91,3.72
906,clown's,kl?nz,3.91,,NaN
907,clowns,kl?nz,7.03,2.5,3.72
908,club,kl?b,11.06,3.7,5.89
909,club's,kl?bz,6.63,,NaN
910,clubbed,kl?bd,4.45,1.15,5.89
911,clubs,kl?bz,9.61,2.73,5.89
912,cluck,kl?k,4.87,1.87,5.22
913,clucked,kl?kt,2.77,0.48,5.22
914,clucks,kl?ks,3.14,0.85,5.22
915,clue,klu,9.79,2.95,6.06
916,clues,kluz,8.47,2.51,6.06
917,clump,kl?mp,6.12,1.45,8.62
918,clumps,kl?mps,5.8,0.7,8.62
919,clung,kl??,6.17,1.4,7.74
920,clunk,kl??k,5.23,1.52,8.22
921,clutch,kl??,7.91,2.11,10.24
922,clutched,kl??t,5.95,1.18,10.24
923,Clyde,kl?d,7.39,,NaN
924,coach,ko?,9.08,3.39,6.89
925,coal,kol,8.48,2.53,6.65
926,coals,kolz,5.86,1.69,6.65
927,coarse,k?rs,7.17,1.85,9.11
928,coast,kost,10.01,3.13,6.43
929,coasts,kosts,6.07,1.28,6.43
930,coat,kot,9.24,3.33,3.58
931,coats,kots,7.72,2.48,3.58
932,coax,koks,7.64,1.62,11.47
933,coaxed,kokst,5.25,0.95,11.47
934,cob,k��b,6.13,1.56,6.52
935,cock,k��k,10.06,2.76,11.32
936,cocked,k��kt,6.25,1.63,NaN
937,cod,k��d,9.34,2.06,11.5
938,code,kod,11.91,3.43,8.11
939,codes,kodz,9.78,2.67,8.11
940,cog,k��g,6.68,1.45,11.33
941,cogs,k��gz,6.11,1.3,11.33
942,coil,k?l,8.13,1.92,9.67
943,coiled,k?ld,5.63,1.11,NaN
944,coils,k?lz,7.18,1.68,9.67
945,coin,k?n,8.76,2.7,4.17
946,coined,k?nd,6.91,1.4,4.17
947,coins,k?nz,8.4,2.34,4.17
948,Coke,kok,8.36,2.98,NaN
949,Cokes,koks,5.06,1.84,NaN
950,cold,kold,10.46,3.82,3.95
951,colds,koldz,6.11,1.59,3.95
952,cole,kol,8.28,3.17,NaN
953,colt,kolt,7.57,2.43,8.98
954,colt's,kolts,4.23,,NaN
955,colts,kolts,6.93,1.43,8.98
956,comb,kom,7.39,2.49,5.5
957,combed,komd,5.71,1.75,5.5
958,combs,komz,6.47,1.6,5.5
959,come,k?m,12.35,5.2,3.32
960,comes,k?mz,11.55,4.07,3.32
961,con,k��n,10.68,2.81,9.64
962,conch,k��n?,7.3,1.32,10.5
963,cone,kon,8.17,2.18,4.67
964,cones,konz,7.05,1.79,4.67
965,conk,k��?k,4.04,1.34,9.07
966,conned,k��nd,5.72,1.84,9.64
967,cons,k��nz,8.35,2.05,9.64
968,coo,ku,5.7,1.56,7.16
969,cook,k?k,9.51,3.37,4.22
970,cook's,k?ks,5.72,,NaN
971,cooked,k?kt,8.15,2.69,4.22
972,cooks,k?ks,6.69,2.29,4.22
973,cool,kul,10.81,4.0,4.58
974,cooled,kuld,7.19,1.82,4.58
975,cools,kulz,6.24,1.58,4.58
976,coop,kup,6.75,2.72,8.25
977,cooped,kupt,4.51,1.91,8.25
978,coops,kups,4.39,0.3,8.25
979,cop,k��p,9.32,3.64,4.94
980,cope,kop,8.24,2.22,9.44
981,copes,kops,5.16,0.3,9.44
982,cops,k��ps,8.86,3.63,4.94
983,cord,k?rd,8.44,2.56,6.0
984,cords,k?rdz,7.12,1.94,6.0
985,core,k?r,9.89,2.7,7.63
986,cores,k?rz,6.81,1.53,7.63
987,cork,k?rk,7.24,2.17,9.05
988,corked,k?rkt,3.87,1.15,9.05
989,corks,k?rks,4.8,1.08,9.05
990,corn,k?rn,8.51,2.86,4.61
991,corns,k?rnz,4.92,1.64,4.61
992,corp,k?rp,9.96,1.83,NaN
993,corps,k?r,9.16,2.75,11.56
994,corpse,k?rps,7.59,2.71,10.0
995,cost,k?st,11.51,3.45,5.67
996,costs,k?sts,10.73,2.91,5.67
997,cot,k��t,6.3,2.01,7.53
998,couch,k??,8.51,3.08,3.74
999,couched,k??t,5.45,0.48,3.74
1000,cough,k?f,7.7,2.65,4.32
1001,coughed,k?ft,5.76,1.49,4.32
1002,could,k?d,13.21,4.92,4.32
1003,count,k?nt,10.45,3.66,2.61
1004,counts,k?nts,9.08,2.84,2.61
1005,coup,ku,7.74,2.13,12.06
1006,coups,kuz,5.21,0.7,12.06
1007,course,k?rs,12.19,4.4,7.34
1008,court,k?rt,10.96,3.71,8.39
1009,court's,k?rts,7.24,,NaN
1010,courts,k?rts,9.29,2.48,8.39
1011,cove,kov,7.04,2.22,9.63
1012,coves,kovz,3.83,0.48,9.63
1013,cow,k?,8.89,3.11,3.94
1014,cow's,k?z,6.19,,NaN
1015,coward,k??d,7.41,2.87,7.62
1016,cower,k?r,5.4,1.23,10.78
1017,cowl,k?l,5.81,0.78,13.53
1018,cows,k?z,8.22,2.68,3.94
1019,coy,k?,6.14,1.95,11.67
1020,crab,kr?b,6.89,2.55,5.28
1021,crabbed,kr?bd,1.61,0.48,5.28
1022,crabs,kr?bz,5.99,2.21,5.28
1023,crack,kr?k,9.16,3.22,6.33
1024,cracked,kr?kt,8.08,2.69,6.33
1025,cracks,kr?ks,7.75,2.4,6.33
1026,craft,kr?ft,8.84,2.46,5.83
1027,crafts,kr?fts,7.81,1.85,5.83
1028,crag,kr?g,4.91,1.3,11.54
1029,crags,kr?gz,4.57,0.3,11.54
1030,Craig,kreg,9.69,2.56,NaN
1031,Craig's,kregz,5.42,,NaN
1032,cram,kr?m,7.15,1.89,10.32
1033,crammed,kr?md,6.5,1.76,10.32
1034,cramp,kr?mp,5.95,2.16,8.5
1035,cramps,kr?mps,6.67,1.94,8.5
1036,crane,kren,7.51,3.23,6.78
1037,crane's,krenz,4.95,,NaN
1038,cranes,krenz,6.11,1.65,6.78
1039,crank,kr??k,8.11,2.44,11.25
1040,crap,kr?p,9.97,3.5,6.5
1041,craps,kr?ps,6.88,2.19,6.5
1042,crash,kr?��,9.86,3.16,6.11
1043,crashed,kr?��t,8.6,2.73,6.11
1044,crass,kr?s,6.47,1.57,13.69
1045,crate,kret,7.67,2.32,7.06
1046,crates,krets,6.53,1.98,7.06
1047,crave,krev,6.54,2.03,9.17
1048,craved,krevd,5.14,1.23,9.17
1049,crawl,kr?l,8.05,2.79,3.89
1050,crawled,kr?ld,7.05,2.31,3.89
1051,crawls,kr?lz,6.06,1.72,3.89
1052,craze,krez,6.54,1.72,9.1
1053,crazed,krezd,6.8,2.03,7.95
1054,creak,kr!k,5.38,1.43,8.1
1055,creaked,kr!kt,4.23,0.48,8.1
1056,creaks,kr!ks,4.63,1.76,8.1
1057,cream,kr!m,9.2,3.4,5.95
1058,creamed,kr!md,5.79,1.92,10.4
1059,creams,kr!mz,5.89,1.54,5.95
1060,crease,kr!s,7.46,1.85,7.79
1061,creased,kr!st,6.0,1.2,NaN
1062,creed,kr!d,7.79,2.11,9.17
1063,creeds,kr!dz,5.8,0.95,9.17
1064,creek,kr!k,9.04,2.66,5.89
1065,creeks,kr!ks,5.45,1.0,5.89
1066,creep,kr!p,7.49,2.76,8.0
1067,creeps,kr!ps,6.91,2.52,8.0
1068,crepe,krep,4.91,1.63,10.89
1069,crept,kr?pt,6.48,1.77,8.0
1070,crest,kr?st,7.16,2.03,10.35
1071,crests,kr?sts,4.74,0.9,10.35
1072,crew,kru,9.63,3.38,7.56
1073,crew's,kruz,5.35,,NaN
1074,crews,kruz,7.54,2.23,7.56
1075,crib,krIb,7.15,2.5,6.05
1076,cribs,krIbz,4.93,1.42,6.05
1077,crick,krIk,5.55,1.97,8.62
1078,cried,kr?d,8.29,2.82,2.78
1079,crier,kr??,4.71,1.26,6.76
1080,cries,kr?z,7.8,2.55,2.78
1081,crime,kr?m,10.42,3.56,7.67
1082,crimes,kr?mz,9.51,2.77,7.67
1083,crimp,krImp,5.7,1.36,8.78
1084,cringe,krIn?,6.84,1.38,9.11
1085,cringed,krIn?d,5.06,0.7,9.11
1086,cripes,kr?ps,5.01,1.36,NaN
1087,crisp,krIsp,7.62,2.21,7.22
1088,croak,krok,5.22,1.78,7.61
1089,croaked,krokt,4.49,1.4,7.61
1090,croaks,kroks,4.28,1.28,7.61
1091,crock,kr��k,6.87,2.02,9.89
1092,crocked,kr��kt,2.4,1.08,9.89
1093,crone,kron,5.35,1.36,10.69
1094,crook,kr?k,7.07,2.46,7.84
1095,crooks,kr?ks,6.61,2.19,7.84
1096,croon,krun,4.17,1.11,13.33
1097,crooned,krund,3.99,0.6,13.33
1098,crop,kr��p,8.47,2.4,7.63
1099,cropped,kr��pt,6.39,1.15,NaN
1100,crops,kr��ps,7.69,2.13,7.63
1101,cross,kr?s,10.3,3.45,4.74
1102,crossed,kr?st,8.58,2.94,4.74
1103,crotch,kr��?,8.2,2.15,8.94
1104,crouch,kr??,7.15,1.59,8.5
1105,crouched,kr??t,6.15,1.11,8.5
1106,croup,krup,5.53,1.18,12.79
1107,crow,kro,8.45,2.36,5.74
1108,crowd,kr?d,9.47,3.28,7.14
1109,crowds,kr?dz,7.65,2.26,7.14
1110,crowed,krod,4.96,1.15,5.74
1111,crown,kr?n,9.1,2.84,7.8
1112,crowned,kr?nd,6.31,1.95,7.8
1113,crowns,kr?nz,6.21,1.74,7.8
1114,crows,kroz,6.99,2.15,5.74
1115,crude,krud,8.12,2.19,11.11
1116,cruel,kru?l,8.55,2.97,7.63
1117,cruise,kruz,8.92,2.8,9.33
1118,crumb,kr?m,5.83,1.97,5.89
1119,crunch,kr?n?,7.48,2.26,5.63
1120,crunched,kr?n?t,5.23,1.04,5.63
1121,crush,kr?��,8.18,2.93,7.58
1122,crushed,kr?��t,8.02,2.64,7.58
1123,crust,kr?st,7.3,2.22,5.95
1124,crutch,kr??,6.38,1.83,7.21
1125,crux,kr?ks,6.74,1.2,12.11
1126,cry,kr?,9.49,3.52,2.78
1127,crypt,krIpt,8.26,1.85,10.68
1128,cub,k?b,7.18,2.03,5.4
1129,cub's,k?bz,2.94,,NaN
1130,cube,kyub,8.52,2.18,7.32
1131,cubed,kyubd,5.47,1.0,NaN
1132,cubes,kyubz,7.31,1.98,7.32
1133,cubs,k?bz,7.21,2.06,5.4
1134,cud,k?d,6.84,1.15,10.85
1135,cue,kyu,7.94,2.6,10.89
1136,cues,kyuz,7.08,1.56,10.89
1137,cuff,k?f,6.73,2.47,8.44
1138,cuffs,k?fs,6.9,2.43,8.44
1139,cull,k?l,5.84,0.7,15.79
1140,cult,k?lt,9.29,2.36,10.63
1141,cults,k?lts,7.62,1.53,10.63
1142,cup,k?p,10.23,3.42,3.57
1143,cupped,k?pt,6.44,0.78,3.57
1144,cups,k?ps,8.65,2.51,3.57
1145,curb,k?b,7.62,2.32,6.81
1146,curbs,k?bz,5.62,0.78,6.81
1147,curd,k?d,5.0,1.36,10.17
1148,curds,k?dz,4.39,0.7,10.17
1149,cure,ky?r,9.05,3.03,9.58
1150,cured,ky?rd,7.76,2.49,9.58
1151,cures,ky?rz,7.25,1.83,9.58
1152,curl,k?l,7.12,2.08,6.39
1153,curled,k?ld,6.96,1.68,6.39
1154,curls,k?lz,6.64,1.9,6.39
1155,curse,k?s,8.95,2.97,7.47
1156,cursed,k?st,8.83,2.58,7.47
1157,curt,k?t,7.92,2.14,13.41
1158,curve,k?v,8.98,2.37,7.52
1159,curved,k?vd,7.63,1.51,6.67
1160,curves,k?vz,7.98,1.83,7.52
1161,cusp,k?sp,5.04,1.18,12.69
1162,cuss,k?s,5.68,1.74,6.79
1163,cut,k?t,11.5,4.07,4.43
1164,cute,kyut,9.31,3.65,4.26
1165,cuts,k?ts,9.44,2.77,4.43
1166,cyst,sIst,5.72,1.36,11.81
1167,cysts,sIsts,6.08,0.9,11.81
1168,czar,z��r,6.11,1.56,11.71
1169,Czech,??k,8.23,1.72,NaN
1170,dab,d?b,6.19,1.76,6.72
1171,dabbed,d?bd,4.25,0.48,6.72
1172,dad,d?d,9.38,4.41,2.58
1173,daft,d?ft,6.32,1.84,12.26
1174,dale,del,9.2,2.67,10.34
1175,dales,delz,4.62,1.0,10.34
1176,dam,d?m,8.12,2.47,6.58
1177,dame,dem,7.99,2.85,11.79
1178,dammed,d?md,5.06,1.04,6.58
1179,damn,d?m,10.32,4.16,8.3
1180,damned,d?md,9.06,2.95,NaN
1181,damp,d?mp,7.45,2.18,7.67
1182,dams,d?mz,6.42,1.34,6.58
1183,Dan,d?n,10.9,3.27,NaN
1184,dance,d?ns,10.17,3.88,4.63
1185,danced,d?nst,7.31,2.68,4.63
1186,Dane,den,7.07,2.2,NaN
1187,Danes,denz,6.43,1.92,NaN
1188,dank,d??k,6.39,1.46,12.37
1189,dare,d?r,9.09,3.45,6.63
1190,dared,d?rd,7.11,2.36,6.63
1191,dares,d?rz,6.52,2.09,6.63
1192,dark,d��rk,11.17,3.66,3.74
1193,darn,d��rn,8.42,2.85,8.0
1194,darned,d��rnd,6.94,2.06,NaN
1195,dart,d��rt,7.41,2.0,7.38
1196,dash,d?��,8.14,2.49,7.74
1197,dashed,d?��t,6.38,1.67,7.74
1198,date,det,11.82,3.86,5.84
1199,dates,dets,9.81,2.97,5.84
1200,daub,d?b,4.48,0.7,10.17
1201,daubed,d?bd,2.83,,NaN
1202,daunt,d?nt,2.48,0.48,12.13
1203,Dave,dev,11.03,3.34,NaN
1204,Dave's,devz,7.55,,NaN
1205,dawn,d?n,9.02,3.11,7.0
1206,dawns,d?nz,5.14,1.45,7.0
1207,day,de,12.38,4.61,3.5
1208,day's,dez,7.73,,NaN
1209,days,dez,11.97,4.19,3.5
1210,daze,dez,6.39,1.46,10.0
1211,dazed,dezd,6.56,1.59,NaN
1212,dead,d?d,11.2,4.36,5.17
1213,deaf,d?f,8.72,2.87,6.83
1214,deal,d!l,11.34,4.12,6.0
1215,deals,d!lz,9.55,2.7,6.0
1216,dealt,d?lt,9.01,2.58,6.0
1217,dean,d!n,9.58,3.3,13.78
1218,dean's,d!nz,6.53,,NaN
1219,deans,d!nz,5.78,0.6,13.78
1220,dear,dIr,10.29,4.06,5.55
1221,dearth,d?��,5.93,0.78,14.27
1222,death,d?��,11.26,4.04,5.37
1223,deaths,d?��s,8.73,2.59,5.37
1224,debt,d?t,9.56,2.86,10.44
1225,debts,d?ts,7.71,2.49,10.44
1226,deck,d?k,10.27,3.08,6.45
1227,decked,d?kt,5.52,1.51,6.45
1228,decks,d?ks,8.8,2.12,6.45
1229,deed,d!d,7.59,2.68,9.72
1230,deeds,d!dz,7.78,2.62,9.72
1231,deem,d!m,7.01,1.49,10.28
1232,deemed,d!md,8.16,1.86,10.28
1233,deep,d!p,10.66,3.59,5.47
1234,deeps,d!ps,4.01,0.3,5.47
1235,deer,dIr,8.5,2.65,5.17
1236,deft,d?ft,5.29,1.32,11.13
1237,deigned,dend,3.87,0.6,11.58
1238,dell,d?l,8.71,2.1,8.5
1239,dells,d?lz,4.84,0.9,NaN
1240,delve,d?lv,6.42,1.18,11.5
1241,den,d?n,9.85,2.5,5.7
1242,dens,d?nz,4.74,1.2,5.7
1243,dense,d?ns,8.01,2.04,10.2
1244,dent,d?nt,7.81,2.26,7.33
1245,depth,d?p��,9.44,2.63,9.72
1246,depths,d?p��s,7.84,2.2,9.72
1247,desk,d?sk,9.52,3.35,5.56
1248,desks,d?sks,6.62,1.74,5.56
1249,deuce,dus,5.86,2.17,10.33
1250,dew,du,7.19,2.04,7.37
1251,dial,d??l,9.47,2.66,6.68
1252,dialed,d??ld,6.92,1.93,6.68
1253,dials,d??lz,6.94,1.63,6.68
1254,dibs,dIbz,5.81,2.08,7.56
1255,dice,d?s,9.61,2.73,6.37
1256,did,dId,12.85,5.08,3.6
1257,die,d?,11.13,4.12,4.53
1258,died,d?d,10.27,3.9,4.53
1259,dies,d?z,9.1,3.1,4.53
1260,diet,d??t,9.43,2.89,9.25
1261,diets,d??ts,7.38,1.49,9.25
1262,dig,dIg,9.1,3.37,4.19
1263,digs,dIgz,6.53,2.18,4.19
1264,dike,d?k,5.2,1.34,12.47
1265,dill,dIl,6.2,1.96,8.2
1266,dim,dIm,8.36,2.39,7.06
1267,dime,d?m,7.85,2.79,5.74
1268,dimes,d?mz,5.92,1.96,5.74
1269,din,dIn,8.24,1.79,9.0
1270,dine,d?n,6.35,2.34,8.95
1271,dined,d?nd,4.98,1.66,8.95
1272,dines,d?nz,3.66,1.0,8.95
1273,dip,dIp,8.53,2.61,7.0
1274,dipped,dIpt,6.79,1.98,7.0
1275,dips,dIps,6.51,1.52,7.0
1276,dire,d?r,8.31,2.05,11.63
1277,dirge,d??,4.73,1.0,14.17
1278,dirt,d?t,8.94,3.12,3.83
1279,disc,dIsk,9.73,2.12,10.0
